emp_no,first_name,last_name,title,from_date,to_date
219079,Lobel,Gluchowski,Engineer,1987-11-28,1988-01-09
219092,Moss,Goldhammer,Staff,1992-05-29,2000-05-29
219095,Ymte,Guting,Staff,1991-07-02,1996-07-01
219097,Chanjung,Sommer,Staff,1989-07-22,1996-07-22
219100,Premsyl,Rosis,Senior Staff,1995-01-12,2001-10-02
219102,Xiaoheng,Arlazarov,Staff,1988-12-03,1997-12-03
219106,Jackson,Malinowski,Engineer,1995-03-01,2002-03-11
219111,Huei,McFarlin,Staff,1990-01-18,1998-01-18
219116,Jinxi,Sgarro,Staff,1987-10-04,1993-10-03
219123,Tuval,Plotkin,Engineer,1988-07-27,1988-11-06
219129,Christoper,Lundstrom,Engineer,1990-09-02,1999-09-02
219131,Yechiam,Raoux,Engineer,1993-12-13,1999-12-13
219138,Yoshimitsu,Barinka,Engineer,1988-06-02,1995-06-03
219150,Goetz,Uhrig,Assistant Engineer,1999-05-04,2001-12-06
219151,Kannan,Ramsey,Staff,1999-09-19,2001-11-16
219161,Ingemar,Ranta,Senior Staff,1993-03-25,1995-07-10
219171,Mariangiola,Plavsic,Engineer,1992-08-05,2000-08-05
219180,Lokesh,Hebert,Staff,1992-01-30,2001-01-29
219181,Udo,Hertweck,Staff,1990-07-18,1998-07-18
219193,Yechiam,Stafford,Staff,1994-11-01,2001-11-01
219201,Arvin,Makinen,Engineer,1993-08-11,2001-08-11
219206,Thanasis,Petersohn,Engineer,1993-05-22,1999-05-22
219219,Maya,Gerlach,Assistant Engineer,1995-01-21,2001-01-20
219227,Babette,Fordan,Staff,1997-06-10,1998-08-30
219234,Gonzalo,Alpay,Engineer,1991-07-09,2000-07-08
219236,Jinya,Onuegbe,Engineer,1988-11-05,1995-11-06
219237,Alair,Driscoll,Engineer,1987-06-08,1994-06-08
219244,Zhiguo,Vecchi,Staff,1992-04-22,1997-04-22
219251,Gian,Braunschweig,Staff,1993-05-05,2000-05-05
219265,Masanao,Koshino,Engineer,1985-02-12,1991-02-12
219267,Aloys,Tibblin,Engineer,1993-02-06,1998-02-06
219275,Weidon,Rando,Engineer,1989-01-08,1997-01-08
219282,Sadun,Peak,Senior Staff,1991-06-18,1999-10-11
219287,Pasqua,Taneja,Technique Leader,1993-05-26,1994-09-07
219295,Michaela,Knightly,Staff,1988-08-16,1994-08-16
219300,Shigeu,Birch,Engineer,1988-08-03,1997-08-03
219310,Pasqua,Gecsei,Senior Staff,1985-11-20,1996-10-25
219315,Martijn,Yoshizawa,Staff,1989-02-20,1995-02-20
219318,Ashish,Figueira,Staff,1993-02-20,1998-11-28
219320,Aleksander,Smailagic,Staff,1991-04-16,1998-04-16
219324,Xiong,Bugaenko,Engineer,1989-04-09,1996-04-09
219329,Holgard,Heiserman,Staff,1996-06-08,2001-06-08
219339,Domenico,Sadowski,Staff,1990-12-26,1999-12-26
219344,Elzbieta,Garigliano,Senior Staff,1987-11-12,1996-11-14
219347,Barton,Butterworth,Staff,1987-01-24,1994-01-24
219351,Arun,Ouhyoung,Staff,1990-02-09,1998-02-09
219357,Marsja,Saoudi,Engineer,1990-12-17,1998-12-17
219369,Moti,Rindone,Engineer,1994-04-23,1998-07-04
219370,Khedija,Nergos,Engineer,1988-10-24,1995-10-25
219378,Tomofumi,Jeansoulin,Staff,1995-03-02,2000-03-01
219396,Miomir,Flanders,Engineer,1995-10-01,2000-09-30
219399,Dmitri,Perin,Staff,1986-12-26,1995-12-26
219400,Percy,Marzano,Senior Staff,1988-07-25,1990-05-06
219401,Theron,Coullard,Engineer,1996-10-16,2001-10-16
219403,Gina,Baja,Engineer,1985-02-13,1992-02-14
219406,Aiichiro,Beerel,Engineer,1986-10-24,1992-10-23
219411,Randi,Jiang,Senior Staff,1994-01-07,1997-04-03
219423,Aluzio,Lanzelotte,Engineer,1992-02-20,2000-02-20
219425,Mechthild,Vecchio,Engineer,1992-06-17,1996-08-22
219429,Kristian,Begiun,Engineer,2000-01-31,2000-10-23
219431,True,Lipner,Assistant Engineer,1991-10-12,1996-10-11
219432,Neven,Panwar,Senior Staff,1994-10-20,1998-05-02
219434,Goh,Awdeh,Engineer,1992-03-21,1999-03-22
219436,Berto,Zambonelli,Staff,1986-05-22,1995-05-22
219437,Arlette,Homond,Staff,1992-01-08,1999-01-08
219448,Boguslaw,Picco,Engineer,1986-11-24,1992-11-23
219450,Alper,Verhaegen,Engineer,1990-02-15,1998-02-15
219461,Shietung,Kohling,Senior Staff,1993-09-20,1996-07-02
219462,Quingbo,Uludag,Staff,1985-06-26,1990-06-26
219466,Hatem,Asmuth,Staff,1990-12-31,1996-12-30
219469,Sasan,Journel,Staff,1994-04-22,2001-04-22
219478,Froduald,Malinowski,Staff,1986-11-22,1993-11-22
219484,Bernardo,Rehfuss,Engineer,1994-04-13,1999-04-13
219485,Premsyl,Asrin,Technique Leader,1988-10-15,2000-10-02
219488,Nalini,Luca,Staff,1986-11-07,1994-11-07
219489,Tsutomu,Ramalingam,Engineer,1993-12-06,1999-12-06
219498,Randy,Qiwen,Staff,1993-03-18,2000-03-18
219501,Sakthirel,Dratva,Engineer,1988-11-29,1993-10-19
219509,Sanjay,Garnick,Engineer,1988-07-07,1996-07-07
219519,Kazunori,Mitzlaff,Staff,1994-01-16,2002-01-16
219522,Huei,Anandan,Engineer,1987-10-18,1993-10-17
219525,Chuanti,Tempesti,Technique Leader,1986-04-16,2001-06-15
219529,Takahira,Brender,Staff,1987-09-10,1994-09-10
219534,Teiji,Peir,Staff,1996-12-28,2001-12-28
219538,Xudong,Zaccaria,Engineer,1996-11-12,1996-11-25
219542,Susanta,Salverda,Staff,1989-08-08,1996-08-08
219545,Fayez,Harbusch,Engineer,1988-05-24,1997-05-24
219547,Foong,Siksek,Assistant Engineer,1997-09-15,2000-02-23
219548,Anestis,Naumovich,Staff,1987-04-12,1995-04-12
219551,Sampalli,Wuwongse,Staff,1989-06-23,1995-01-21
219552,Lakshmi,Hatcliff,Engineer,1990-04-10,1996-04-09
219573,Sampalli,Walstra,Staff,1988-10-09,1997-10-09
219581,Akhilish,Mansanne,Engineer,1988-08-07,1994-08-07
219583,Poorav,Olivero,Technique Leader,1996-02-07,2002-04-04
219585,Kitty,Steinauer,Staff,1996-03-09,2002-03-09
219586,Ugo,Baba,Staff,1994-02-10,1994-11-14
219590,Nahid,Facello,Engineer,1986-12-13,1992-12-12
219595,Mokhtar,Woycyznski,Engineer,1993-11-09,2001-11-09
219596,Xiaoqiang,Cyne,Staff,1993-07-25,1995-08-01
219602,Niclas,Schmiedel,Engineer,1992-09-19,1999-09-20
219603,Florian,Gomatam,Engineer,1987-09-21,1996-09-20
219604,Mari,Borstler,Engineer,1985-11-20,1990-11-20
219608,Tokuyasu,Hiroyama,Engineer,1990-08-28,1997-08-28
219609,Karlis,Sanella,Engineer,1986-06-01,1993-06-01
219610,Fan,McAlpine,Engineer,1993-03-26,2000-03-26
219614,Xiaobin,Wolniewicz,Staff,1996-03-26,2001-05-21
219622,Werner,Swist,Staff,1994-06-06,2001-06-06
219628,DAIDA,Conde,Staff,1990-01-07,1996-01-07
219629,Rosella,Kolinko,Engineer,1987-10-25,1996-10-24
219642,Khalid,Gimarc,Staff,1992-06-02,1998-06-02
219648,Janche,Alameldin,Engineer,1990-11-08,1995-11-08
219649,Margo,Benaini,Staff,1988-11-29,1990-04-02
219661,Jayson,Cronin,Staff,1989-07-31,1995-07-31
219670,Demos,Domenig,Senior Staff,1995-06-25,2001-09-05
219671,Shir,Markovitch,Engineer,1997-06-11,1998-02-13
219678,Yechiam,Kalloufi,Engineer,1995-10-29,2000-10-28
219680,Baocai,Douceur,Engineer,1990-11-27,1999-11-27
219701,Junichi,Lund,Staff,1991-04-24,1998-04-24
219703,Katsuyuki,Penttonen,Staff,1992-04-08,2001-04-08
219705,Eric,Kroft,Staff,1993-04-25,1999-04-25
219707,Khatoun,Sankaranarayanan,Assistant Engineer,1990-01-01,1999-01-01
219708,Kwangjo,Pelz,Engineer,1993-07-18,2000-07-18
219721,Khoa,Oskamp,Assistant Engineer,1993-03-07,1995-08-20
219733,Kotesh,Casperson,Staff,1995-11-25,2001-11-24
219738,Inderjeet,Rosaz,Engineer,1994-05-28,1999-05-28
219739,Xiaobin,Shinomoto,Engineer,1987-03-29,1995-03-29
219742,Jahangir,Orsini,Engineer,1993-04-19,2001-04-19
219746,Gennady,Hegner,Engineer,1991-09-08,1999-09-08
219749,Chriss,Wendorf,Staff,1993-03-31,1998-03-31
219751,King,Rettelbach,Staff,1994-01-10,2002-01-10
219757,Gita,Emmerich,Assistant Engineer,1987-08-27,1996-08-26
219760,Iara,Chenoweth,Assistant Engineer,1992-06-21,1994-02-06
219767,Cedric,Haraldson,Engineer,1987-10-12,1996-10-11
219775,Sachio,Ranze,Staff,1988-12-05,1997-12-05
219778,Chuanti,Ishibashi,Staff,1986-08-28,1994-08-28
219782,Subhrajyoti,Covnot,Engineer,1991-09-12,1999-09-12
219784,Leen,Delaune,Engineer,1986-11-11,1993-11-11
219794,Collette,Rodiger,Staff,1995-11-03,2000-11-02
219807,Richara,Murtha,Engineer,1991-03-01,1998-03-01
219809,Kauko,Mansanne,Engineer,1989-08-29,1996-08-29
219823,Ewing,Debuse,Engineer,1991-05-18,1997-05-17
219824,Marko,Taubman,Staff,1987-10-27,1992-10-26
219825,Shen,Gladwell,Engineer,1988-10-13,1995-10-14
219827,Hairong,Range,Staff,1987-12-07,1996-12-06
219829,Shaz,Kuszyk,Engineer,1989-08-14,1995-08-14
219831,Marsal,Rijckaert,Staff,1987-07-10,1993-07-09
219834,Serge,Uhrig,Assistant Engineer,1995-06-07,2001-06-06
219836,Boutros,Muntz,Staff,1987-01-13,1991-07-07
219839,Sugwoo,Swiler,Staff,1986-03-02,1994-03-02
219844,Bernt,Lorin,Engineer,1996-11-16,1998-11-16
219850,Yishai,Syrzycki,Staff,1986-07-27,1991-07-27
219856,Shmuel,Jording,Engineer,1991-10-01,1998-10-01
219861,Shaw,Boreale,Engineer,1999-12-11,2001-08-07
219877,Amalendu,Penn,Staff,1992-12-18,2001-12-18
219879,Khatoun,Stemann,Staff,1991-09-26,1996-09-25
219880,Alexius,Heusch,Engineer,1998-10-16,1998-11-19
219885,Geraldo,Gini,Senior Engineer,1992-06-11,1992-10-07
219891,Alexius,Trelles,Engineer,1995-08-26,2000-10-18
219896,Mohit,Oberman,Senior Engineer,1996-12-02,1998-05-23
219898,Tonny,Felcyn,Staff,1987-03-06,1993-03-05
219903,Chinho,Petereit,Staff,1991-09-04,1996-09-03
219907,Huan,Tyugu,Staff,1988-03-14,1996-03-14
219908,Baziley,Jeansoulin,Engineer,1987-07-10,1996-07-09
219914,Lansing,Janetzko,Engineer,1993-02-28,2001-02-28
219915,Odysseas,Gajiwala,Senior Staff,1994-05-01,1998-11-01
219920,Georgi,Hambrick,Assistant Engineer,1989-05-04,1995-05-04
219928,Yefim,Hofstetter,Staff,1999-08-02,1999-08-09
219929,Barton,Kalefeld,Engineer,1996-11-06,2001-11-06
219930,Jaana,Schlenzig,Engineer,1987-07-30,1993-07-29
219932,Odysseas,Tyugu,Senior Staff,1999-07-09,2000-02-06
219933,Sadok,Thimonier,Engineer,1985-07-24,1993-07-24
219940,Paraskevi,Heystek,Senior Engineer,1992-09-27,1994-08-29
219948,Rosalyn,Masamoto,Staff,1998-10-10,2000-01-26
219957,Ugo,Swick,Staff,1987-10-14,1990-12-19
219959,Tzu,Dymetman,Engineer,1986-02-07,1991-02-07
219962,Goncalo,Gill,Staff,1987-08-29,1995-08-29
219964,Billur,Harllee,Staff,1998-05-18,2001-01-23
219973,Carrsten,Eickenmeyer,Staff,1988-07-23,1994-07-23
219975,Adil,Seghrouchni,Engineer,1991-04-20,1996-04-19
219976,Mikhail,Tzvieli,Staff,1997-06-16,1998-04-06
219977,Honglan,Escriba,Staff,1991-11-24,1996-11-23
219978,Janche,Attimonelli,Engineer,1988-02-26,1996-02-26
219983,Takahito,Bodoff,Staff,1994-12-10,2002-06-19
219985,Luisa,Ranka,Engineer,1985-02-17,1991-02-17
219988,Armond,Poulakidas,Staff,1990-03-27,1998-03-27
219991,Erzsebet,Decleir,Engineer,1986-08-23,1990-08-02
219992,Jaideep,Woycyznski,Staff,1985-07-27,1990-11-04
219994,Akemi,Broomell,Staff,1997-02-19,2002-02-19
219995,Sadun,Riesenhuber,Staff,1993-03-16,2002-03-16
219997,Manton,Mamelak,Engineer,1997-11-28,1999-08-19
219998,Lijia,Lindqvist,Staff,1990-10-18,1999-10-18
219999,Lein,Lorcy,Engineer,1991-11-29,1998-11-29
220004,Erzsebet,Karnin,Staff,1989-12-13,1995-12-13
220007,Maren,Molenkamp,Engineer,1985-12-06,1990-12-06
220009,Billie,Kakkad,Staff,1986-06-08,1995-06-08
220017,Danil,Jarecki,Staff,1993-11-23,1999-09-05
220019,Rafael,Lamba,Staff,1990-07-04,1995-07-04
220021,Arnould,Riefers,Staff,1998-01-24,2000-12-01
220037,Tiina,Magalhaes,Engineer,1992-05-26,1997-12-16
220042,Mark,Frijda,Staff,1994-01-25,2002-01-25
220044,Val,Waeselynck,Staff,1991-12-16,1995-02-25
220048,Tomofumi,Gewali,Staff,1991-12-24,1993-08-14
220049,Fen,Senzako,Engineer,1994-06-29,2002-06-29
220051,JoAnne,Matheson,Staff,1985-04-16,1993-04-16
220059,Hironoby,Kobuchi,Staff,1996-11-02,2001-11-02
220064,Mark,Ramras,Staff,1989-03-11,1997-03-11
220072,Elliott,Grandbois,Senior Staff,1995-05-23,1999-05-28
220089,Kiyomitsu,Woycyznski,Engineer,1986-01-03,1989-12-31
220095,Maren,Solovay,Staff,1985-07-03,1988-02-15
220099,Surveyors,Majewski,Engineer,1990-10-31,1998-10-31
220100,Sangeeta,Vural,Assistant Engineer,1991-06-20,2000-06-19
220103,Tristan,Pargas,Senior Staff,1990-05-07,1997-04-05
220106,Boguslaw,Murtagh,Staff,1992-12-11,1998-12-11
220110,Nimmagadda,Garnier,Staff,1998-08-01,2002-03-19
220112,Masasuke,Castellani,Engineer,1986-01-22,1995-01-22
220114,Carrsten,Sundgren,Engineer,1994-08-09,2000-08-08
220123,Maia,Lueh,Senior Staff,1985-12-23,2000-03-23
220137,Adin,Sury,Staff,1989-11-07,1995-11-07
220143,Fei,Mungall,Engineer,1987-11-25,1995-11-25
220149,Kirk,Krone,Engineer,1995-12-04,2001-12-02
220150,Wuxu,Dalton,Senior Engineer,1995-04-18,1999-08-07
220157,Falguni,Azumi,Staff,1994-05-26,2002-05-26
220163,Wilmer,Famili,Staff,1992-08-22,1994-12-26
220170,Aamer,McFarlan,Engineer,1987-10-01,1996-09-30
220184,Mahendra,Emiris,Staff,1986-07-24,1994-07-24
220192,Sanjoy,Chappelet,Staff,1990-09-14,1991-06-14
220202,Mats,Menhardt,Staff,1985-09-09,1993-09-09
220204,Genki,Straney,Staff,1991-08-28,1996-08-27
220206,Wuxu,Iisaku,Engineer,1990-02-03,1995-02-03
220208,Karlis,Sgarro,Engineer,1986-09-18,1994-09-18
220209,Ravishankar,Baek,Senior Engineer,1986-09-27,2001-07-05
220210,Siamak,Mersereau,Engineer,1997-01-03,2002-01-03
220211,Hironoby,Reinhart,Engineer,1986-01-17,1992-01-17
220213,Pranav,Takkinen,Staff,1992-10-01,1994-12-16
220215,Luise,Malinowski,Assistant Engineer,1993-08-03,1998-08-03
220216,Quingbo,Wendorf,Staff,1986-02-13,1993-02-13
220219,Ingmar,Gammage,Senior Engineer,1992-05-05,1995-01-26
220222,Chikara,Verhoeff,Engineer,1987-11-08,1993-11-07
220224,Tua,Zykh,Engineer,1986-05-21,1991-05-21
220234,Nobuyoshi,Viele,Staff,1988-10-04,1994-10-04
220237,Nalini,Renear,Staff,1987-03-30,1995-03-30
220238,Luise,Stille,Assistant Engineer,1991-09-04,1998-09-04
220248,Srinidhi,Bresenham,Staff,1990-03-02,1999-03-02
220250,Basil,dAstous,Staff,1991-10-30,1999-10-30
220258,Sajjad,Erez,Engineer,1986-07-01,1994-07-01
220274,Nigel,Kavraki,Senior Staff,1990-12-07,1999-10-16
220275,Leucio,Thimonier,Engineer,1993-12-08,2001-12-08
220276,Subhada,Kuzuoka,Engineer,1987-12-19,1995-12-19
220294,Masanao,Steinauer,Engineer,1992-10-01,1997-10-01
220299,Boguslaw,Lores,Staff,1995-07-08,1997-11-06
220302,Menkae,Brookner,Staff,1990-05-29,1998-05-29
220307,Larisa,Kaminger,Senior Staff,1994-08-04,2000-01-18
220308,Yechezkel,Halevi,Engineer,1992-05-15,2000-05-15
220312,Kristina,Karner,Engineer,1988-05-23,1996-05-23
220313,Zeljko,Srimani,Technique Leader,1992-04-19,2000-09-14
220316,Sanjoy,Backhouse,Engineer,1990-07-21,1998-07-21
220320,Chiranjit,Gaughan,Engineer,1985-09-04,1990-09-04
220322,Mariusz,Peir,Senior Engineer,1985-04-19,1989-10-13
220323,Tomoyuki,Hainaut,Staff,1985-11-15,1990-11-15
220332,Kazuhide,Penn,Engineer,1993-12-07,2000-12-07
220333,Yinlin,Gulla,Staff,1989-02-04,1996-02-05
220334,Sakthirel,Cappello,Staff,1989-03-14,1996-03-14
220337,Domenick,Lieberherr,Staff,1992-07-04,1997-07-04
220340,Baocai,Pena,Senior Engineer,1989-07-31,1997-12-20
220343,Siamak,Msuda,Staff,1993-04-03,2001-04-03
220352,Christoper,Magliocco,Staff,1992-11-21,2001-11-21
220357,Gita,Ravishankar,Technique Leader,1997-02-22,1999-09-16
220358,Geraldo,Magliocco,Staff,1985-07-14,1993-07-14
220359,Charmane,Peltason,Staff,1985-10-30,1993-10-30
220360,Masaru,Lagarias,Staff,1993-01-05,2002-01-05
220361,Zhiguo,Stille,Engineer,1989-08-14,1997-08-14
220364,Takushi,Birdsall,Staff,1998-11-15,2001-06-05
220369,Sedat,Poupard,Staff,1992-03-12,1998-03-12
220374,Yurij,Ohori,Engineer,1988-01-11,1993-01-10
220376,Arto,Klassen,Engineer,1991-11-01,1995-11-04
220381,Shaibal,Shihab,Engineer,1990-01-15,1998-01-15
220390,Arup,Mahmud,Staff,1989-09-18,1997-09-18
220395,Alassane,Halloran,Engineer,1987-07-29,1989-02-19
220412,Odinaldo,Hutter,Staff,1986-05-22,1995-05-22
220413,Jordanka,Akazan,Engineer,1988-12-24,1996-12-24
220416,Adin,Beerel,Assistant Engineer,1997-01-08,2001-12-20
220420,Pasqua,Rosis,Engineer,1988-02-13,1994-02-12
220423,Leah,Servieres,Engineer,1996-05-07,2001-05-07
220425,Golgen,Mitchem,Engineer,1985-06-02,1990-06-02
220426,KayLiang,Plesums,Senior Staff,1994-04-16,1999-09-23
220429,Toney,Narwekar,Engineer,1993-01-21,1998-01-21
220431,Tomokazu,Dusink,Engineer,1988-08-16,1997-08-16
220433,Hatem,Peot,Senior Staff,1989-11-27,1993-06-26
220442,Shuzo,Improta,Staff,1992-03-08,1999-03-09
220448,Marsha,Koblick,Staff,1986-07-15,1991-02-04
220451,Gay,Siochi,Assistant Engineer,1991-09-03,1998-09-03
220454,Kokou,Tempesti,Staff,1989-04-03,1993-12-15
220459,Ekawit,Bahk,Senior Staff,1991-05-17,1998-06-18
220465,Sanjoy,Mukaidono,Engineer,1994-09-23,2000-09-22
220474,Jouni,Marciano,Engineer,1995-12-14,1996-11-17
220484,Jaideep,Busillo,Staff,1989-01-15,1997-01-15
220488,Arvind,Weisert,Staff,1988-11-02,1996-11-02
220490,Nahid,Pettis,Staff,1995-09-12,2000-09-11
220491,Ramzi,Chenney,Senior Staff,1993-03-30,1994-03-11
220492,Xuejun,Ratnakar,Staff,1989-11-25,1998-11-25
220504,Aris,Apsitis,Engineer,1992-05-25,1998-05-25
220509,Rosine,Haddadi,Engineer,1994-11-21,2001-11-21
220521,Ymte,Beutelspacher,Staff,1989-05-21,1995-05-21
220523,Martina,Vernadat,Staff,1997-01-19,2001-11-04
220530,Anwar,Kornatzky,Assistant Engineer,1989-11-02,1998-11-02
220538,Giri,Fujisawa,Engineer,1990-12-27,1997-12-27
220543,Sudhanshu,Jeansoulin,Assistant Engineer,1992-02-07,1992-07-24
220555,Poornachandra,Luby,Staff,1988-02-13,1993-02-12
220556,Stabislas,Gulik,Staff,1992-12-04,1995-07-03
220563,Manu,Meszaros,Senior Engineer,1985-02-20,1995-06-29
220564,Fumino,Frijda,Staff,1989-12-17,1996-12-17
220568,Xuejia,Talmon,Engineer,1988-01-25,1997-01-24
220586,Subbu,Sanella,Assistant Engineer,1996-01-10,2002-01-09
220590,Zita,Luit,Staff,1991-04-03,1997-04-02
220613,Chiradeep,Hainaut,Staff,1996-01-19,2002-03-19
220617,Turgut,Millington,Staff,1988-02-11,1997-02-10
220632,Arnd,Thebaut,Engineer,1988-11-06,1994-10-15
220641,Taegyun,Ozery,Staff,1986-04-07,1992-04-06
220642,Cathie,Srimani,Staff,1988-05-16,1997-05-16
220645,Susanna,Penz,Engineer,1999-10-12,2000-08-19
220650,Dines,Katzenelson,Staff,1987-12-23,1995-12-23
220651,Hilari,Huxford,Engineer,1989-07-20,1998-07-20
220656,Jianhua,Isaak,Engineer,1991-01-11,1999-01-11
220657,Krisda,Sinitsyn,Staff,1986-06-23,1994-06-23
220679,Pascal,Tiemann,Engineer,1991-02-14,1999-02-14
220682,Yongmao,Ranon,Engineer,1996-07-02,2002-04-12
220684,Wojceich,Ermel,Assistant Engineer,1989-07-24,1996-07-24
220691,Dharmaraja,Callaway,Engineer,1998-12-29,2000-11-06
220702,Steen,Crabtree,Engineer,1987-06-28,1994-06-28
220709,Jinya,Wilharm,Staff,1999-11-15,2000-01-17
220712,Mario,Lieberherr,Engineer,1992-09-18,1997-09-18
220715,Satyanarayana,Birke,Engineer,1997-03-19,1998-04-26
220718,KayLiang,Polajnar,Staff,1988-10-07,1996-10-07
220722,Claudi,Slaats,Senior Staff,1990-12-12,2000-10-22
220729,Shimshon,Kamber,Staff,1994-05-08,2001-05-08
220731,Srinidhi,Vieth,Staff,1987-12-20,1989-09-11
220744,Guttorm,Showalter,Engineer,1991-10-15,1996-10-14
220746,Isaac,Guenter,Engineer,1990-06-28,1997-06-28
220763,Chandrasekaran,Sherertz,Staff,1991-05-21,1999-05-21
220769,Joydip,Bierman,Staff,1994-05-29,1999-05-29
220770,Jayson,Eiron,Staff,1992-05-24,1998-05-24
220772,Ingmar,Ranka,Staff,1992-10-20,1998-10-20
220794,Shiv,Unni,Engineer,1988-08-21,1996-08-21
220797,Sreekrishna,Mandell,Engineer,1993-05-01,1999-05-01
220798,Arfst,Tetzlaff,Staff,1989-02-19,1994-02-19
220800,Jaber,Moffat,Engineer,1986-09-23,1991-09-23
220805,Insup,Marrevee,Engineer,1994-02-15,2001-02-15
220809,Fayez,Shrader,Engineer,1990-07-06,1997-07-06
220818,Godehard,Rosar,Assistant Engineer,1999-08-19,2002-02-06
220820,Udo,Lowrie,Senior Engineer,1991-08-10,1995-07-31
220824,Waiman,Czap,Staff,1993-12-30,1995-11-25
220826,Froduald,Rajcani,Staff,1993-05-18,1999-05-18
220832,Dipankar,Bednarek,Senior Staff,1988-04-15,1997-01-31
220836,Hongzue,Ramaiah,Staff,1997-11-12,2000-06-17
220845,Mohammed,Collette,Engineer,1992-12-24,1997-10-19
220850,KayLiang,Lipner,Engineer,1985-12-04,1993-12-04
220861,Rajmohan,Adachi,Engineer,1991-05-24,2000-05-23
220867,Thanasis,Hainaut,Staff,1996-08-14,2000-07-12
220868,Christoph,Lovengreen,Staff,1995-02-02,2002-02-02
220877,Baruch,Christ,Assistant Engineer,1987-10-27,1995-10-27
220879,Idoia,Onuegbe,Engineer,1998-05-28,1999-10-26
220881,Subbu,Wissmann,Staff,1991-01-12,1996-01-12
220888,Sadok,Szilard,Staff,1992-05-06,2000-05-06
220896,Berna,Lalonde,Engineer,1987-09-10,1995-09-10
220900,Sachin,Murtafg,Engineer,1987-10-21,1996-10-20
220901,Stevo,Zumaque,Engineer,1990-06-09,1999-06-09
220903,Marlo,Domenig,Staff,1986-09-24,1992-09-23
220906,Palash,Rahier,Engineer,1994-02-01,1999-02-01
220907,Pramod,McClure,Staff,1985-02-16,1986-06-29
220912,Yoshinari,Guerreiro,Senior Staff,1997-11-19,2001-09-01
220925,Muneo,Piancastelli,Staff,1992-11-28,1998-11-28
220931,Cullen,Eiter,Engineer,1994-01-19,1999-01-19
220932,Hinrich,Bisiani,Engineer,1985-07-11,1990-07-11
220933,Izaskun,Openshaw,Staff,1987-06-19,1992-10-30
220934,Jiafu,Rattan,Staff,1987-04-13,1996-04-12
220945,Abdelghani,Georgatos,Engineer,1992-09-25,2000-09-25
220964,Weidon,Bardell,Engineer,1995-01-18,2002-01-18
220967,Satosi,Fujisawa,Engineer,1991-11-08,1997-11-07
220977,Vincent,Driscoll,Staff,1994-01-21,2000-01-21
220981,Jinpo,Denti,Staff,1991-07-25,1997-07-24
220992,Arie,Francisci,Senior Staff,1995-01-06,1998-10-26
220994,Gilbert,Cyne,Staff,1993-12-18,1998-12-18
221000,Juichirou,Nollmann,Staff,1998-07-07,1998-07-21
221004,Gro,Curless,Engineer,1995-04-26,2000-04-25
221008,Shrikanth,Ramalingam,Engineer,1987-08-19,1994-08-19
221014,Arunachalam,Baca,Engineer,1989-04-11,1995-04-11
221018,Gro,Noriega,Staff,1996-11-20,2001-11-20
221025,Mostafa,Schaft,Engineer,1991-02-28,1998-02-28
221031,Shem,Brookner,Engineer,1990-07-04,1998-07-04
221035,Troy,Facello,Staff,1985-11-27,1993-11-27
221039,Hironoby,Boyle,Engineer,1991-11-14,1992-10-05
221040,Susanta,Socorro,Engineer,1988-08-06,1993-08-06
221047,Arch,Basawa,Engineer,1986-06-24,1995-06-24
221052,Claudi,Godskesen,Engineer,1988-03-10,1994-03-10
221059,Hyuncheol,Gopalakrishnan,Staff,1996-04-29,2001-04-29
221060,Zhonghui,Zobel,Engineer,1988-08-18,1994-08-18
221065,Ulises,Remmers,Staff,1987-02-25,1996-02-25
221075,Sajjad,Makrucki,Staff,1986-11-24,1993-11-24
221079,Filipe,Yoshimura,Engineer,1992-04-17,1998-04-17
221085,Chaosheng,Ramaiah,Engineer,1992-07-14,1999-07-15
221086,Baziley,Motley,Staff,1997-07-29,2002-07-29
221088,Danae,Kawashima,Engineer,1985-08-07,1993-08-07
221109,Arch,Pardalos,Engineer,1991-05-08,1999-05-08
221113,Gennadi,Speek,Engineer,1995-01-23,2000-01-23
221115,Zhongwei,Samarati,Senior Staff,1993-09-18,1994-07-22
221118,Nimmagadda,Klyachko,Engineer,1997-01-04,2002-01-04
221125,Khatoun,Syang,Engineer,1992-02-09,1997-02-08
221127,Ziva,Morrin,Engineer,1986-04-11,1992-04-10
221130,Tomofumi,Kornatzky,Engineer,1986-07-10,1992-07-09
221131,Yuchang,Azadmanesh,Engineer,1995-04-19,2000-04-18
221135,Jiakeng,Bernardeschi,Staff,1992-09-02,2000-09-02
221137,Gio,Copas,Staff,1989-01-29,1998-01-29
221139,Harngdar,Pietracaprina,Staff,1988-01-28,1993-01-27
221141,Aloys,McAlpine,Senior Staff,1994-07-12,1998-02-14
221155,Jinpo,Heusch,Staff,1991-07-30,1996-07-29
221163,Palash,Bultermann,Staff,1995-02-05,2001-02-04
221166,Jaana,Isaac,Engineer,1987-05-07,1994-05-07
221167,Yishay,Meszaros,Engineer,1985-12-23,1993-12-23
221182,Flemming,Mikschl,Engineer,1989-06-27,1990-09-14
221199,Sandeepan,Danlos,Staff,1986-02-26,1995-02-26
221204,Takahito,Bodoff,Staff,1992-05-10,1997-05-10
221205,Weiru,Denny,Staff,1990-10-15,1999-10-15
221209,Lijie,Karunanithi,Engineer,1990-12-11,1993-01-20
221211,Constantijn,Tanemo,Engineer,1991-01-27,1996-01-27
